"lon","lat","January","February","March","April","May","June","July","August","September","October","November","December"
293,-67,287.949188232422,289.356506347656,289.647888183594,288.929992675781,287.645111083984,286.139709472656,284.876068115234,283.553466796875,282.632507324219,282.456237792969,283.469055175781,285.556701660156
295,-67,287.955688476562,289.366088867188,289.657775878906,288.948547363281,287.664276123047,286.158477783203,284.898986816406,283.580871582031,282.65771484375,282.482788085938,283.493591308594,285.573059082031
297,-67,287.944152832031,289.362548828125,289.657287597656,288.957824707031,287.673858642578,286.168731689453,284.913879394531,283.602691650391,282.675170898438,282.49853515625,283.501922607422,285.569915771484
299,-67,287.921295166016,289.351501464844,289.651824951172,288.962799072266,287.678771972656,286.17529296875,284.92529296875,283.622497558594,282.689178466797,282.508666992188,283.500427246094,285.554382324219
301,-67,287.892974853516,289.337554931641,289.645446777344,288.966583251953,287.682159423828,286.181274414062,284.935852050781,283.642242431641,282.702087402344,282.516143798828,283.493896484375,285.532562255859
303,-67,287.864379882812,289.324493408203,289.641174316406,288.970855712891,287.685852050781,286.188629150391,284.946929931641,283.662567138672,282.714904785156,282.522857666016,283.486145019531,285.510192871094
305,-67,287.839965820312,289.315490722656,289.640930175781,288.976684570312,287.690765380859,286.1982421875,284.958923339844,283.683349609375,282.727874755859,282.530029296875,283.479888916016,285.492034912109
307,-67,287.823699951172,289.313323974609,289.646148681641,288.985229492188,287.69775390625,286.210662841797,284.971862792969,283.704162597656,282.741027832031,282.538757324219,283.476959228516,285.482269287109
309,-67,287.818206787109,289.319366455078,289.657348632812,288.996887207031,287.706939697266,286.22509765625,284.985626220703,283.724426269531,282.754089355469,282.549407958984,283.478912353516,285.483642578125
311,-67,287.825775146484,289.334594726562,289.675140380859,289.012603759766,287.718811035156,286.241119384766,285.000671386719,283.744049072266,282.767181396484,282.562377929688,283.487640380859,285.498413085938
313,-67,287.846862792969,289.359375,289.699432373047,289.032806396484,287.733459472656,286.258117675781,285.016967773438,283.762756347656,282.779968261719,282.577362060547,283.503753662109,285.526733398438
315,-67,287.881866455078,289.394409179688,289.730651855469,289.058868408203,287.751678466797,286.276763916016,285.035247802734,283.781127929688,282.792816162109,282.594818115234,283.528350830078,285.569000244141
317,-67,287.928833007812,289.438659667969,289.768188476562,289.090759277344,287.773895263672,286.297485351562,285.0556640625,283.799133300781,282.805603027344,282.614501953125,283.560485839844,285.622650146484
319,-67,287.985992431641,289.491333007812,289.812316894531,289.129425048828,287.801635742188,286.321960449219,285.079406738281,283.817718505859,282.819061279297,282.636901855469,283.599731445312,285.685821533203
241,-65,288.21240234375,289.733184814453,290.217590332031,289.637268066406,288.499328613281,287.174255371094,285.776458740234,284.396636962891,283.399291992188,283.233001708984,284.131469726562,285.952117919922
243,-65,288.239227294922,289.765014648438,290.249755859375,289.664764404297,288.508026123047,287.183135986328,285.782409667969,284.396301269531,283.403442382812,283.239013671875,284.138214111328,285.96875
245,-65,288.271423339844,289.80078125,290.285705566406,289.693084716797,288.515991210938,287.192352294922,285.789245605469,284.395477294922,283.409576416016,283.246490478516,284.147033691406,285.989044189453
247,-65,288.309844970703,289.839904785156,290.3251953125,289.722137451172,288.525054931641,287.202575683594,285.797119140625,284.39599609375,283.418273925781,283.256530761719,284.158843994141,286.015686035156
249,-65,288.353210449219,289.881652832031,290.366668701172,289.751373291016,288.535522460938,287.212707519531,285.805450439453,284.397979736328,283.429077148438,283.269256591797,284.174987792969,286.05029296875
251,-65,288.399475097656,289.925720214844,290.409515380859,289.781768798828,288.548553466797,287.223052978516,285.815032958984,284.402526855469,283.442993164062,283.285278320312,284.197998046875,286.093963623047
253,-65,288.446228027344,289.970794677734,290.452209472656,289.811645507812,288.563659667969,287.232482910156,285.825164794922,284.40869140625,283.459320068359,283.304931640625,284.2265625,286.143676757812
255,-65,288.491333007812,290.01611328125,290.494262695312,289.841033935547,288.581848144531,287.241333007812,285.837585449219,284.417785644531,283.479370117188,283.330200195312,284.259826660156,286.1953125
257,-65,288.534851074219,290.059600830078,290.534301757812,289.868133544922,288.600799560547,287.248291015625,285.849792480469,284.427978515625,283.501739501953,283.358093261719,284.295135498047,286.246490478516
259,-65,288.577484130859,290.100219726562,290.572265625,289.893920898438,288.620361328125,287.254577636719,285.861999511719,284.440246582031,283.527038574219,283.387878417969,284.330383300781,286.294891357422
261,-65,288.620727539062,290.139190673828,290.607574462891,289.917755126953,288.638732910156,287.259368896484,285.871856689453,284.452117919922,283.553527832031,283.417724609375,284.364807128906,286.342163085938
263,-65,288.666870117188,290.17822265625,290.640625,289.941162109375,288.656524658203,287.263977050781,285.880218505859,284.463623046875,283.581085205078,283.447265625,284.398406982422,286.390014648438
265,-65,288.717498779297,290.219818115234,290.671356201172,289.963928222656,288.673858642578,287.268432617188,285.887084960938,284.473815917969,283.607818603516,283.475494384766,284.432067871094,286.439605712891
267,-65,288.774475097656,290.265563964844,290.700805664062,289.987274169922,288.692291259766,287.274017333984,285.894500732422,284.483703613281,283.633148193359,283.502563476562,284.46728515625,286.491973876953
269,-65,288.837982177734,290.315490722656,290.730346679688,290.012054443359,288.712463378906,287.281768798828,285.904052734375,284.494171142578,283.656768798828,283.529449462891,284.505157470703,286.546813964844
271,-65,288.907196044922,290.369140625,290.76123046875,290.039916992188,288.735473632812,287.292999267578,285.917724609375,284.507049560547,283.67919921875,283.557769775391,284.546966552734,286.604034423828
273,-65,288.9794921875,290.425140380859,290.794128417969,290.071746826172,288.762115478516,287.308685302734,285.936950683594,284.524230957031,283.701721191406,283.589447021484,284.593566894531,286.663452148438
275,-65,289.052337646484,290.482574462891,290.830291748047,290.108551025391,288.793548583984,287.329650878906,285.962829589844,284.547515869141,283.726013183594,283.626037597656,284.646057128906,286.725891113281
277,-65,289.123596191406,290.541900634766,290.872009277344,290.152984619141,288.832855224609,287.358001708984,285.997497558594,284.579925537109,283.755432128906,283.669494628906,284.706512451172,286.793548583984
279,-65,289.196594238281,290.60595703125,290.924499511719,290.210144042969,288.884582519531,287.397521972656,286.044342041016,284.625305175781,283.795471191406,283.725433349609,284.779418945312,286.870971679688
281,-65,289.281036376953,290.684020996094,291.000549316406,290.293762207031,288.961181640625,287.459320068359,286.114166259766,284.694702148438,283.859039306641,283.807403564453,284.876861572266,286.96875
283,-65,289.405883789062,290.804992675781,291.127258300781,290.434539794922,289.091674804688,287.569061279297,286.233184814453,284.813507080078,283.973846435547,283.947082519531,285.032409667969,287.118530273438
285,-65,289.473663330078,290.870574951172,291.195739746094,290.510375976562,289.162384033203,287.625518798828,286.298370361328,284.879821777344,284.034790039062,284.024658203125,285.120758056641,287.206695556641
287,-65,289.499908447266,290.896606445312,291.222625732422,290.539825439453,289.189392089844,287.644805908203,286.324127197266,284.906158447266,284.058044433594,284.056732177734,285.158325195312,287.24560546875
289,-65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,-65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,-65,288.308532714844,289.730712890625,290.044738769531,289.369079589844,288.069610595703,286.542449951172,285.266510009766,283.935729980469,283.075042724609,282.959381103516,283.986083984375,286.013366699219
295,-65,288.291473388672,289.713226318359,290.026275634766,289.355255126953,288.059326171875,286.533355712891,285.260986328125,283.935729980469,283.072967529297,282.956115722656,283.98046875,286.000366210938
297,-65,288.252746582031,289.68115234375,289.9990234375,289.337341308594,288.0458984375,286.521728515625,285.254730224609,283.93896484375,283.071746826172,282.950622558594,283.963531494141,285.965484619141
299,-65,288.201751708984,289.641571044922,289.969268798828,289.320068359375,288.033843994141,286.511566162109,285.251190185547,283.947052001953,283.073577880859,282.945373535156,283.940307617188,285.917144775391
301,-65,288.14599609375,289.600158691406,289.941772460938,289.306030273438,288.025726318359,286.505645751953,285.25244140625,283.960815429688,283.079223632812,282.941711425781,283.914398193359,285.86279296875
303,-65,288.091918945312,289.561920166016,289.920104980469,289.295928955078,288.021850585938,286.505279541016,285.258483886719,283.979431152344,283.088165283203,282.939910888672,283.889404296875,285.810699462891
305,-65,288.044616699219,289.53076171875,289.905883789062,289.290161132812,288.021606445312,286.510314941406,285.267852783203,284.001007080078,283.099060058594,282.940124511719,283.867431640625,285.766632080078
307,-65,288.009185791016,289.510040283203,289.900421142578,289.289672851562,288.024688720703,286.520721435547,285.278869628906,284.023986816406,283.11083984375,282.943084716797,283.850189208984,285.735137939453
309,-65,287.987365722656,289.500183105469,289.903015136719,289.293518066406,288.029632568359,286.533386230469,285.289855957031,284.045989990234,283.122253417969,282.948089599609,283.838470458984,285.718139648438
311,-65,287.981414794922,289.501678466797,289.913879394531,289.301910400391,288.036499023438,286.546722412109,285.301239013672,284.066284179688,283.1337890625,282.955413818359,283.834594726562,285.718383789062
313,-65,287.991333007812,289.514770507812,289.931976318359,289.314514160156,288.044586181641,286.558746337891,285.312591552734,284.083679199219,283.143859863281,282.963684082031,283.83837890625,285.734954833984
315,-65,288.018463134766,289.541259765625,289.958251953125,289.334136962891,288.055725097656,286.571380615234,285.325866699219,284.099456787109,283.153717041016,282.973846435547,283.851715087891,285.768798828125
317,-65,288.059967041016,289.579528808594,289.991455078125,289.360565185547,288.070281982422,286.585052490234,285.340972900391,284.113647460938,283.162261962891,282.984924316406,283.872467041016,285.81591796875
319,-65,288.113952636719,289.628540039062,290.032592773438,289.396850585938,288.091400146484,286.603454589844,285.360595703125,284.128540039062,283.171051025391,282.998260498047,283.900695800781,285.874359130859
241,-63,289.213775634766,290.733642578125,291.282867431641,290.744720458984,289.566680908203,288.189361572266,286.743408203125,285.342864990234,284.358093261719,284.281280517578,285.263275146484,287.048217773438
243,-63,289.240234375,290.766906738281,291.311645507812,290.776794433594,289.580291748047,288.198547363281,286.747436523438,285.340179443359,284.367523193359,284.294067382812,285.273254394531,287.064971923828
245,-63,289.275848388672,290.809753417969,291.348999023438,290.811859130859,289.59423828125,288.209533691406,286.753295898438,285.339111328125,284.380249023438,284.310302734375,285.286285400391,287.085510253906
