"lon","lat","January","February","March","April","May","June","July","August","September","October","November","December"
287,-85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,-85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,-85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,-85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,-85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,-85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,-85,283.251525878906,285.173889160156,285.307250976562,284.080383300781,282.531921386719,280.894104003906,279.174926757812,277.319793701172,275.836212158203,275.454467773438,276.877166748047,279.840942382812
301,-85,283.251953125,285.174102783203,285.30712890625,284.080322265625,282.531799316406,280.893829345703,279.174621582031,277.319549560547,275.836090087891,275.45458984375,276.877655029297,279.841674804688
303,-85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,-85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,-85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,-85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,-85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,-85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,-85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,-85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,-85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,-83,287.241485595703,288.791015625,288.428955078125,287.096496582031,285.600280761719,284.181549072266,282.792114257812,281.369995117188,280.174011230469,279.834106445312,281.252532958984,284.105621337891
267,-83,287.250701904297,288.795837402344,288.437194824219,287.111694335938,285.618682861328,284.199676513672,282.810180664062,281.390075683594,280.193176269531,279.853363037109,281.266845703125,284.119659423828
269,-83,287.265350341797,288.8037109375,288.452423095703,287.139434814453,285.652404785156,284.232696533203,282.84375,281.427001953125,280.229187011719,279.890441894531,281.293029785156,284.143096923828
271,-83,287.279083251953,288.809783935547,288.461639404297,287.158264160156,285.676544189453,284.257507324219,282.868316650391,281.454010009766,280.256317138672,279.917877197266,281.313629150391,284.163604736328
273,-83,287.292541503906,288.813903808594,288.466552734375,287.171630859375,285.695129394531,284.277740478516,282.888427734375,281.476013183594,280.279449462891,279.940856933594,281.331787109375,284.183044433594
275,-83,287.306365966797,288.816223144531,288.468933105469,287.183227539062,285.712432861328,284.297637939453,282.908874511719,281.497955322266,280.303466796875,279.963989257812,281.350280761719,284.203216552734
277,-83,287.32177734375,288.816986083984,288.470886230469,287.197601318359,285.733764648438,284.322570800781,282.935760498047,281.526214599609,280.33447265625,279.992462158203,281.372344970703,284.226409912109
279,-83,287.337249755859,288.818786621094,288.469757080078,287.204406738281,285.746734619141,284.338500976562,282.952392578125,281.543365478516,280.355194091797,280.013732910156,281.392395019531,284.248077392578
281,-83,287.352844238281,288.821807861328,288.46728515625,287.206970214844,285.754913330078,284.348968505859,282.962615966797,281.553527832031,280.369445800781,280.030731201172,281.411743164062,284.268951416016
283,-83,287.368255615234,288.825469970703,288.464019775391,287.206726074219,285.759796142578,284.355682373047,282.968383789062,281.558837890625,280.379211425781,280.044952392578,281.430694580078,284.289184570312
285,-83,287.382934570312,288.829376220703,288.460296630859,287.204650878906,285.762329101562,284.359558105469,282.970764160156,281.560607910156,280.385711669922,280.057159423828,281.448822021484,284.308349609375
287,-83,287.396057128906,288.832885742188,288.456481933594,287.201446533203,285.76318359375,284.361297607422,282.970794677734,281.559936523438,280.389831542969,280.067626953125,281.465362548828,284.325561523438
289,-83,287.406372070312,288.835571289062,288.453125,287.197784423828,285.762878417969,284.361419677734,282.969207763672,281.557769775391,280.392028808594,280.075988769531,281.478668212891,284.339111328125
291,-83,287.412445068359,288.837097167969,288.451019287109,287.195220947266,285.762420654297,284.360992431641,282.967651367188,281.555847167969,280.393035888672,280.081268310547,281.486846923828,284.347290039062
293,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,-83,287.677490234375,289.006652832031,288.459259033203,287.129119873047,285.742614746094,284.313659667969,282.87646484375,281.423919677734,280.343170166016,280.200622558594,281.767639160156,284.676452636719
305,-83,287.678955078125,289.008056640625,288.458892822266,287.127960205078,285.741577148438,284.31201171875,282.873992919922,281.421569824219,280.342071533203,280.201477050781,281.769317626953,284.678436279297
307,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,-81,287.363311767578,288.765563964844,288.502227783203,287.448089599609,286.167053222656,284.817321777344,283.435485839844,282.099639892578,280.86083984375,280.478088378906,281.693572998047,284.373260498047
243,-81,287.370727539062,288.77099609375,288.512725830078,287.463439941406,286.184631347656,284.833343505859,283.452392578125,282.118682861328,280.880157470703,280.503326416016,281.714233398438,284.384887695312
245,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,-81,287.281372070312,288.803680419922,288.572082519531,287.370513916016,285.915893554688,284.489105224609,283.140686035156,281.740020751953,280.531372070312,280.167144775391,281.432556152344,284.218200683594
271,-81,287.285766601562,288.804870605469,288.571502685547,287.371215820312,285.917419433594,284.491760253906,283.142639160156,281.741882324219,280.533508300781,280.168243408203,281.434906005859,284.223541259766
273,-81,287.292572021484,288.805969238281,288.569366455078,287.370788574219,285.918670654297,284.494750976562,283.144897460938,281.743682861328,280.536224365234,280.169769287109,281.438690185547,284.231872558594
275,-81,287.30078125,288.806488037109,288.565643310547,287.368957519531,285.919311523438,284.497497558594,283.147125244141,281.745025634766,280.539184570312,280.171813964844,281.443939208984,284.242218017578
277,-81,287.310424804688,288.806793212891,288.560821533203,287.366241455078,285.919738769531,284.500152587891,283.149627685547,281.746154785156,280.542633056641,280.175018310547,281.451385498047,284.254669189453
279,-81,287.321685791016,288.807525634766,288.555419921875,287.362823486328,285.920074462891,284.502655029297,283.152099609375,281.746765136719,280.546356201172,280.179626464844,281.461791992188,284.269561767578
281,-81,287.334899902344,288.809326171875,288.55029296875,287.359619140625,285.921081542969,284.505706787109,283.155151367188,281.747467041016,280.550964355469,280.186431884766,281.476013183594,284.287475585938
283,-81,287.350219726562,288.812316894531,288.545776367188,287.357086181641,285.923248291016,284.509704589844,283.159088134766,281.748596191406,280.556854248047,280.196105957031,281.494506835938,284.308776855469
285,-81,287.36767578125,288.816680908203,288.542388916016,287.355895996094,285.927276611328,284.51513671875,283.164428710938,281.750579833984,280.564697265625,280.209289550781,281.517486572266,284.333618164062
287,-81,287.38720703125,288.822509765625,288.540557861328,287.356536865234,285.933776855469,284.5224609375,283.171722412109,281.753997802734,280.574981689453,280.226593017578,281.545135498047,284.362091064453
289,-81,287.408782958984,288.830047607422,288.541076660156,287.359924316406,285.943939208984,284.532501220703,283.181945800781,281.759826660156,280.588775634766,280.248870849609,281.577728271484,284.394348144531
291,-81,287.432678222656,288.839660644531,288.544830322266,287.367706298828,285.959503173828,284.546813964844,283.197052001953,281.769714355469,280.607757568359,280.277679443359,281.6162109375,284.431243896484
293,-81,287.459991455078,288.852294921875,288.553466796875,287.382690429688,285.983825683594,284.568298339844,283.220642089844,281.786834716797,280.635314941406,280.316223144531,281.663238525391,284.475036621094
295,-81,287.488739013672,288.868011474609,288.559112548828,287.39013671875,285.999450683594,284.580505371094,283.232421875,281.792449951172,280.652130126953,280.346313476562,281.706634521484,284.518005371094
297,-81,287.518859863281,288.886962890625,288.562835693359,287.391845703125,286.008178710938,284.585021972656,283.234313964844,281.788696289062,280.659912109375,280.369354248047,281.746887207031,284.560485839844
299,-81,287.549682617188,288.908325195312,288.564483642578,287.387451171875,286.009704589844,284.581573486328,283.226135253906,281.775482177734,280.658630371094,280.385528564453,281.783355712891,284.601654052734
301,-81,287.580535888672,288.931488037109,288.563659667969,287.376281738281,286.003356933594,284.569671630859,283.207397460938,281.752380371094,280.647796630859,280.394683837891,281.815124511719,284.640594482422
303,-81,287.610717773438,288.955657958984,288.559661865234,287.357238769531,285.987854003906,284.548309326172,283.177001953125,281.718475341797,280.626281738281,280.396057128906,281.840972900391,284.675964355469
305,-81,287.6328125,288.974792480469,288.561584472656,287.352233886719,285.986785888672,284.540466308594,283.164459228516,281.702911376953,280.621826171875,280.408508300781,281.867218017578,284.70654296875
307,-81,287.648010253906,288.989379882812,288.569641113281,287.361633300781,286.000823974609,284.546722412109,283.170501708984,281.7060546875,280.635009765625,280.433044433594,281.895538330078,284.733947753906
309,-81,287.659759521484,289.001159667969,288.574157714844,287.365142822266,286.007385253906,284.546875,283.169677734375,281.703247070312,280.640502929688,280.449279785156,281.915435791016,284.753967285156
311,-81,287.666717529297,289.008239746094,288.575927734375,287.365539550781,286.009246826172,284.544677734375,283.166625976562,281.699096679688,280.641540527344,280.457550048828,281.926147460938,284.765106201172
313,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,-79,287.431304931641,288.822082519531,288.635528564453,287.658081054688,286.391815185547,285.020751953125,283.658813476562,282.339538574219,281.106079101562,280.742645263672,281.902252197266,284.510375976562
243,-79,287.448822021484,288.834625244141,288.663116455078,287.695465087891,286.434509277344,285.059051513672,283.699401855469,282.385070800781,281.154174804688,280.803161621094,281.952453613281,284.539398193359
245,-79,287.465545654297,288.847442626953,288.694549560547,287.737487792969,286.4814453125,285.100524902344,283.744171142578,282.434600830078,281.207275390625,280.868774414062,282.004943847656,284.568725585938
247,-79,287.475463867188,288.856323242188,288.717926025391,287.765960693359,286.513000488281,285.127868652344,283.773773193359,282.467315673828,281.243225097656,280.914916992188,282.040588378906,284.586547851562
